Word,Frequency
progressively,1
flooded,1
firmed,1
pdpr,1
cooled,1
await,1
hasn’t,1
filtered,1
emphasis,1
strongly,1
tailing,1
quiet,1
season,1
yo-yo,1
fixture,1
one-two,1
filled,1
virgin,1
glimmer,1
redundant,1
proceed,1
stuck,1
consequently,1
unable,1
answers,1
grim,1
stellar,1
delaying,1
downturn,1
intensifies,1
drip,1
cancellations,1
flood,1
specialists,1
maths,1
brave,1
ian,1
pro-scrubber,1
circumstances,1
dwell,1
distorted,1
post-coronavirus,1
culminating,1
surplus,1
nadir,1
deterrent,1
take-up,1
avoids,1
propensity,1
day-to-day,1
dump,1
survival,1
hemisphere,1
double-digit,1
stabilising,1
intimidating,1
feared,1
rushing,1
pill,1
swallow,1
hump,1
congestion,1
discernible,1
eight-week-old,1
jason,1
jiang,1
investigates,1
chartering,1
jamie,1
trader,1
buyer,1
gms,1
imbalance,1
foot,1
disarray,1
pushed,1
accommodate,1
seasure,1
shipbroking’s,1
comparing,1
choosing,1
upswing,1
committing,1
maintaining,1
passing,1
surveys,1
adds,1
feeders,1
trickle,1
employment,1
james,1
desirability,1
dwarfed,1
attribute,1
principally,1
hesitating,1
disposing,1
consumes,1
anti-scrubber,1
camp,1
approached,1
devices,1
soren,1
affecting,1
disruption,1
seaports,1
workers,1
truck,1
drivers,1
warehouses,1
constantly,1
knife,1
prone,1
swings,1
pair,1
job,1
veteran,1
stepped,1
cfo,1
gushed,1
citing,1
blew,1
ushering,1
precipitous,1
rarely,1
severity,1
shock,1
sudden,1
attacks,1
plummet,1
monumental,1
maintains,1
exclusive,1
pounced,1
resale,1
daewoo,1
dsme,1
reminds,1
connection,1
opponents,1
opting,1
stresses,1
headlines,1
team,1
specs,1
catastrophe,1
fundamemtals,1
tranche,1
ageing,1
pointedly,1
reminder,1
stoop’s,1
consolidation,1
subscribe,1
email,1
grant,1
asiashippingmedia,1
rina,1
replying,1
safely,1
paraffinic,1
correct,1
finished,1
conclude,1
submissions,1
dated,1
thoroughly,1
seriously,1
community,1
prevention,1
sub-committee,1
bulls,1
antwerp’s,1
disappoint,1
morning,1
posted,1
eked,1
capitalisation,1
timed,1
bull-run,1
deals,1
improved,1
influence,1
arch-scrubber,1
critic,1
upturn,1
contracting,1
hinting,1
ruled,1
optionality,1
esg,1
disclosed,1
rating,1
disclosure,1
cdp,1
intends,1
scrubberless,1
breathing,1
sliding,1
uptick,1
marked,1
wave,1
whereas,1
declining,1
stabilization,1
shipowning,1
brooking,1
plartform,1
quoting,1
reques,1
thinning,1
ralph,1
banchero,1
costa,1
shortages,1
constraints,1
equilibrium,1
consultants,1
logistically,1
voters,1
topical,1
marpoll,1
minutes,1
registration,1
tariffs,1
communicated,1
eff,1
activate,1
defined,1
assisted,1
dnl,1
maker,1
es,1
urges,1
included,1
contents,1
transiting,1
artic,1
trending,1
tags,1
impatiently,1
queuing,1
bottleneck,1
supporters,1
validated,1
publicity,1
advertising,1
automatic,1
hundreds,1
ping,1
weren’t,1
ecsa,1
jumping,1
drone,1
strike,1
baghdad,1
airport,1
killing,1
qasem,1
soleimani,1
apparently,1
defensive,1
roofed,1
worryingly,1
iran’s,1
supreme,1
ayatollah,1
ali,1
khamenei,1
vowed,1
revenge,1
iran,1
disrupt,1
military,1
exercises,1
surviving,1
j,1
totting,1
cemented,1
edge’s,1
portfolios,1
etf,1
bumper,1
irrational,1
panic,1
setup,1
generational,1
pessimism,1
outweighed,1
minyzmyer,1
describes,1
bifurcates,1
modern,1
legacy,1
off-hire,1
vlgc,1
sour,1
longer-term,1
horizons,1
pressed,1
picks,1
attractively,1
chooses,1
golar,1
flex,1
checking,1
regularly,1
grappling,1
continent,1
estonia,1
encountered,1
purification,1
estonian,1
deposition,1
turbocharger,1
hogg,1
infospectrum,1
careers,1
comprised,1
mopped,1
original,1
hands-on,1
riskier,1
spin,1
offs,1
toes,1
varying,1
degrees,1
fly-by-night,1
unsustainable,1
concentrate,1
wholesale,1
large-scale,1
regard,1
lower-risk,1
enterprises,1
folding,1
maximising,1
lower-grade,1
corp,1
peninsula,1
ltd,1
oceanconnect,1
imposition,1
lesser,1
recover,1
exxonmobil,1
patenting,1
make-up,1
directly,1
matched,1
beneficiaries,1
compliance-heavy,1
self-limiting,1
sufficiently,1
understood,1
allocated,1
reminiscent,1
derivative,1
heady,1
theory,1
execute,1
teeth,1
onboarding,1
utterly,1
timescale,1
employee,1
client,1
retention,1
norm,1
feedback,1
recapturing,1
concerned,1
witness,1
departures,1
stretched,1
top-quality,1
accurate,1
reestablishing,1
totalling,1
lukoil,1
indication,1
surprises,1
converging,1
nicely,1
sit,1
drawn,1
trader’s,1
cushing,1
watch,1
begun,1
differences,1
vlsfo-mgo,1
doubled,1
converge,1
slice,1
macro,1
bearish,1
reversed,1
stats,1
parting,1
buzzword,1
tracks,1
mentioned,1
thousands,1
courtesy,1
cb,1
mitigation,1
phone,1
reply,1
reckoning,1
rumours,1
swirl,1
extortionate,1
heard,1
reasonable,1
unfolds,1
shadow,1
respite,1
saudi’s,1
braces,1
regained,1
crazy,1
flurry,1
scenarios,1
begins,1
cracks,1
interestingly,1
window,1
searching,1
illustrates,1
basket,1
nearby,1
jubilation,1
deceptively,1
gofo,1
talk,1
appec,1
fo,1
gaining,1
drags,1
cal-,1
grows,1
flat,1
weaker,1
nov-,1
vinyl,1
outsell,1
cds,1
comeback,1
conceived,1
enerfo,1
outset,1
snatching,1
derives,1
evaluation,1
promotes,1
explains,1
lukasz,1
omegra’s,1
annualised,1
outperforming,1
supramaxes,1
kamsarmax,1
handysize,1
benefitted,1
asset-light,1
versatile,1
shipownership,1
ever-changeable,1
open-mind,1
eye,1
solid,1
percolate,1
buoyant,1
tighten,1
intra-market,1
sustain,1
wildcard,1
wars,1
admits,1
gave,1
hint,1
erstwhile,1
vocal,1
opponent,1
controversial,1
oceania,1
scheduled,1
sungai,1
linggi,1
malaysian,1
transhipment,1
canny,1
preparation,1
crossroads,1
loudest,1
mover,1
flaws,1
facts,1
speculate,1
relented,1
mats,1
berglund-led,1
basin,1
supramax,1
-compliant,1
centrepiece,1
giant’s,1
petrochemical,1
pid,1
located,1
koole’s,1
botlek,1
heart,1
toll,1
complies,1
price-based,1
stable,1
lindegaard,1
vopak,1
cater,1
acquired,1
bon,1
monjasa’s,1
panama,1
canal,1
parameters,1
dubai,1
aarhus,1
delhi,1
accra,1
annie,1
anders,1
brink,1
segregate,1
contributes,1
fully-furnished,1
handle,1
organization-mandated,1
hearing,1
dichotomy,1
unattractive,1
london’s,1
mid-july,1
dragged,1
eight-month,1
to-be-launched,1
imports,1
fourfold,1
june’s,1
refinitiv,1
oncoming,1
sped,1
fis’s,1
cem,1
dubai-headquartered,1
resellers,1
pronounced,1
adaptation,1
waterborne,1
segregation,1
pipelines,1
there’ll,1
accumulation,1
reckoned,1
shrink,1
york,1
poten,1
enormity,1
describing,1
wilhelmsen,1
finalise,1
switchover,1
special,1
guide,1
advice,1
tick,1
clicking,1
viewpoint,1
impending,1
measuring,1
countdown,1
sharpens,1
precious,1
efficiently,1
reams,1
devoted,1
topic,1
discourse,1
rightly,1
seismic,1
well-documented,1
pivotal,1
debunkering,1
refits,1
litigation,1
firstly,1
fragmented,1
traceable,1
presents,1
arising,1
manifest,1
cat,1
redouble,1
inspection,1
regimes,1
desperately,1
refocusing,1
examining,1
holistically,1
interdependencies,1
accepted,1
rulebook,1
isolation,1
familiarise,1
preparedness,1
ifs,1
post-sulphur,1
yuka,1
kogyo,1
patent,1
disperses,1
asphaltene,1
paraffin,1
wax,1
suppress,1
easing,1
trouble,1
simpson,1
ovine,1
gridlock,1
indicators,1
brake,1
lights,1
nowhere,1
champagne,1
fretting,1
hoping,1
gestation,1
calf,1
exporters,1
advising,1
abrupt,1
vet,1
write,1
chemistry,1
physics,1
graduating,1
uni,1
colloquially,1
heated,1
saltwater,1
registered,1
pakistan,1
bangladesh,1
glut,1
chop,1
survives,1
mitigating,1
guaranteed,1
tempt,1
anticipation,1
mothballed,1
rebooted,1
leaks,1
fires,1
tactic,1
slower,1
familiar,1
deaths,1
extract,1
fraught,1
coastline,1
rivers,1
geographical,1
dispose,1
responsibly,1
clunker,1
legs,1
un,1
discussing,1
advertised,1
factoring,1
notified,1
nose,1
allowable,1
self-imposed,1
moratorium,1
belatedly,1
acknowledged,1
stress,1
concentrating,1
haven’t,1
attempts,1
perception,1
amusingly,1
dictionary,1
definition,1
mob,1
dying,1
opposition,1
likelihood,1
slim,1
acceptance,1
desire,1
imported,1
chilled,1
frozen,1
meats,1
chicken,1
importing,1
woes,1
amsa,1
tiered,1
halve,1
agriculture,1
loggers,1
scrutiny,1
hopefully,1
orchestrated,1
farmer,1
lobbying,1
whim,1
reputations,1
simpson’s,1
archive,1
shocking,1
limiting,1
bp’s,1
trialled,1
hong,1
kong,1
salalah,1
seattle,1
map,1
detailing,1
supports,1
campaign,1
conducting,1
ship-board,1
complying,1
eddie,1
gauci,1
sinopec,1
janaury,1
fixtures,1
totals,1
bearing,1
aforementioned,1
loading,1
rarer,1
forwards,1
slumped,1
diversified,1
intensify,1
diversifies,1
movement,1
haul,1
basin-produced,1
distances,1
determined,1
tim,1
smith,1
nearer,1
clearing,1
arguments,1
attract,1
penetration,1
mirror,1
pattern,1
legitimate,1
explicit,1
adopted,1
bans,1
designated,1
sweet,1
yield,1
additions,1
onstream,1
jazan,1
skewed,1
system’s,1
spare,1
aggregate,1
levers,1
pulled,1
absorbing,1
overhang,1
diesel-rich,1
redistribution,1
diesel-short,1
underlying,1
fragility,1
benign,1
range-bound,1
considerably,1
clearer,1
proxy,1
parity,1
anywhere,1
disappear,1
technically,1
linearly,1
near-parity,1
assumes,1
bpd,1
touted,1
prediction,1
fulfilled,1
strained,1
near-max,1
hsfo-mgo,1
skews,1
weakens,1
police,1
baltics,1
caribbean,1
east-west,1
arb,1
uncertain,1
dedicated,1
closed-loop,1
additives,1
complicate,1
cargill,1
surfaces,1
on-board,1
eua,1
cer,1
ver,1
credits,1
hedge,1
homes,1
stop,1
mixed,1
talked,1
assists,1
